#function_name function_calls
ni5010_show_registers 5
qlcnic_fwinit_work 5
atmel_transmit_management_frame 5
bnx2x_is_reg_online 5
b43_wa_dac 5
pcnet32_probe1 5
eip_open 5
netxen_nic_pci_mem_access_direct 5
brcms_c_recv 5
bnx2x_calc_ieee_aneg_adv 5
brcms_c_rateset_mcs_upd 5
rx_tkip_phase1_write 5
elmc_open 5
is_anc_capable 5
enic_open 5
uli526x_free_rxbuffer 5
sis900_init_tx_ring 5
bnx2x_del_all_macs 5
e1000_k1_gig_workaround_hv 5
ixgbevf_reg_test 5
smctr_send_dat 5
hw_add_addr 5
e1000_get_auto_rd_done 5
i2400m_error_recovery 5
iwlagn_hw_valid_rtc_data_addr 5
efx_alloc_special_buffer 5
bsd_reset 5
rt2x00usb_clear_entry 5
ixgbe_init_hw_generic 5
iwl_init_notification_wait 5
ks8842_reset 5
tg3_ape_unlock 5
p54spi_sleep 5
pcnet_release 5
tg3_phy_toggle_apd 5
outb_command 5
pch_can_set_rxtx 5
sis900_interrupt 5
wlc_lcnphy_set_bbmult 5
PrtChanID 5
wlc_phy_mcs_to_ofdm_powers_nphy 5
mask_shift 5
lbs_add_mesh 5
bfa_iocpf_sm_fwcheck 5
enable_rxtx 5
sh_irda_set_baudrate 5
ioc3_set_mac_address 5
b43_wireless_core_start 5
dm9132_id_table 5
streamer_remove_one 5
bnx2_napi_enable 5
tg3_phy_autoneg_cfg 5
do_s2io_prog_unicast 5
niu_handle_led 5
pch_gbe_hal_power_down_phy 5
qp_res_start_move_to 5
igbvf_watchdog 5
cas_page_free 5
mii_check_media_mode 5
ath6kl_cfg80211_sscan_disable 5
mwl8k_configure_filter 5
ql_enable_completion_interrupt 5
ixgbe_enable_tx_laser_multispeed_fiber 5
txc43128_test_name 5
nibble_to_byte 5
iwlagn_prepare_restart 5
rt2x00lib_suspend 5
t3_update_qset_coalesce 5
is_ofld_imm 5
Read_EEPROM 5
wlc_phy_rxcal_gainctrl_nphy 5
tile_net_open_aux 5
ath_rx_edma_init 5
tc589_set_xcvr 5
prism54_wpa_bss_ie_get 5
mac89x0_probe 5
rtl92de_resume 5
i2400mu_rx_release 5
bfa_ioc_sm_disabled 5
hdlc_setup 5
ixgbevf_set_itr_msix 5
smsc911x_rx_multicast_update 5
mv643xx_eth_stop 5
il_tx_cmd_protection 5
il_pci_suspend 5
atl1e_get_regs 5
trdev_init 5
sa1100_irda_init 5
smctr_enable_adapter_ram 5
bmac_misc_intr 5
velocity_print_link_status 5
map_bf_area 5
igb_configure_msix 5
bfin_can_start 5
eeprom_prep 5
vnet_walk_rx 5
tlan_ee_send_start 5
_ipw_write8 5
stmmac_adjust_link 5
igb_reset_mdicnfg_82580 5
bnx2x_func_init_port 5
toshoboe_probefail 5
ehea_error_data 5
stmmac_init_phy 5
xirc2ps_release 5
__vxge_hw_mempool_create 5
lbs_suspend 5
wl1271_set_rx_streaming 5
pch_gbe_hal_power_up_phy 5
igb_get_cable_length_m88 5
tc35815_set_multicast_list 5
rtl92c_dm_rf_saving 5
t4vf_get_port_stats 5
e1000e_set_rx_mode 5
ath5k_hw_get_frame_duration 5
hostap_get_porttype 5
lbs_ps_confirm_sleep 5
mlx4_qp_alloc_icm 5
igb_setup_rx_resources 5
write_irq 5
__release_state_machine_lock 5
bnx2x_credit_pool_put_entry 5
brcmu_pktq_flush 5
rtl_action_proc 5
ath5k_hw_dma_stop 5
iwl_set_tx_power 5
b43legacy_unregister_led 5
bfa_ioc_smem_pgnum 5
sh_irda_crc_add 5
cycx_x25_chan_disconnect 5
queue_rx_frame 5
update_tty_status 5
vxge_hw_device_intr_enable 5
velocity_init_cam_filter 5
stmmac_tx_avail 5
emac_report_timeout_error 5
ray_dev_close 5
e1000_lower_ee_clk 5
dfx_xmt_flush 5
smsc_ircc_sir_start 5
rt2800_write_tx_data 5
de4x5_free_tx_buffs 5
mlx4_en_xmit 5
cas_set_link_modes 5
spider_net_cleanup_tx_ring 5
wl1271_scan_send 5
hermes_aux_control 5
brcmf_pm_resume_wait 5
default_baseband_attenuation 5
write_ireg 5
stmmac_schedule 5
xennet_get_rx_ref 5
wl3501_esbq_req_test 5
iwl_add_station_common 5
hw_ack_intr 5
rt2x00usb_disable_radio 5
atl1_free_ring_resources 5
bnx2x_set_pbd_gso 5
e1000_valid_nvm_bank_detect_ich8lan 5
rtl8169_rx_clear 5
vortex_down 5
smctr_chg_rx_mask 5
smc_phy_powerdown 5
ultra_close_card 5
rtl92c_llt_write 5
e1000e_get_cfg_done 5
__get_agg_selection_mode 5
e1000_configure_msix 5
vxge_hw_ring_rxd_free 5
bnx2x_rx_mode_set_cmd_state_e2 5
ppp_xmit_process 5
srom_map_media 5
xemaclite_disable_interrupts 5
wlc_phy_txpwrctrl_pwr_setup_nphy 5
iwlagn_set_pan_params 5
translation_enabled 5
tg3_nvram_get_pagesize 5
dm9000_read_locked 5
bdx_open 5
bnx2x_get_load_cnt 5
mgt_cpu_to_le 5
mwifiex_del_virtual_intf 5
ixgbevf_free_tx_resources 5
emac_get_settings 5
ath9k_hw_get_delta_slope_vals 5
axnet_close 5
stop_pcm_timer0 5
ipw_config 5
bmac_rxdma_intr 5
mscan_start 5
il_print_rx_config_cmd 5
smsc95xx_phy_wait_not_busy 5
bmac_update_hash_table_mask 5
brcms_intrsoff 5
fifo_txwait 5
via_ircc_change_dongle_speed 5
lpphy_papd_cal 5
wlc_phy_pa_override_nphy 5
cpc_tty_rx_disc_frame 5
hso_init 5
sh_irda_remove 5
e1000_free_rx_resources 5
tg3_int_reenable 5
bcm5421_init 5
ql_mb_set_port_cfg 5
pch_can_set_tx_all 5
ixgbevf_free_all_tx_resources 5
wl1271_acx_keep_alive_mode 5
ai_clkctl_xtal 5
velocity_save_context 5
selection_criteria 5
ixgbe_open 5
b44_chip_reset 5
nsc_ircc_setup 5
mwifiex_11n_delete_ba_stream_tbl 5
e1000_phy_reset_dsp 5
veth_start_xmit 5
e1000_put_hw_semaphore_82573 5
brcmf_is_ibssmode 5
srom_repair 5
mwl8k_txq_reclaim 5
efx_ethtool_fill_self_tests 5
islpci_eth_transmit 5
update_tx_info 5
rtl92ce_disable_interrupt 5
skfp_ctl_get_stats 5
sa1100_irda_start 5
ar9300_check_eeprom_header 5
il4965_rx_queue_restock 5
skfp_close 5
ipw_led_link_on 5
b43_wa_gt 5
ixgbe_tn_check_overtemp 5
b43_channel_type_is_40mhz 5
qlcnic_dump_l2_cache 5
cx82310_cmd 5
bna_ethport_sm_last_resp_wait 5
sis190_give_to_asic 5
igbvf_alloc_rx_buffers 5
ks8851_init 5
__ipw2100_tx_process 5
t3_set_vlan_accel 5
jme_restart_rx_engine 5
nsc_ircc_open 5
ftgmac100_init 5
bond_setup 5
sis900_open 5
prepare_to_send 5
de4x5_ioctl 5
atl1c_irq_enable 5
__i2400m_roq_update_ws 5
rtl92s_phy_set_rf_reg 5
b43_set_all_gains 5
smt_set_timestamp 5
nmclan_detach 5
bnx2x_pfc_set 5
wl1271_plt_stop 5
free_rx_urb 5
e1000e_get_speed_and_duplex_fiber_serdes 5
e1000e_get_bus_info_pcie 5
ixgbe_acquire_eeprom 5
hdlcdrv_arbitrate 5
enic_msix_rq_intr 5
ne_loop_rm_unreg 5
enic_reset 5
axnet_open 5
b43_unregister_led 5
depca_interrupt 5
mlx4_qp_detach_common 5
eip_poll 5
p54_parse_eeprom 5
bfa_ioc_sm_enabling 5
ipw2100_tx_send_commands 5
ql_wait_other_func_reg_rdy 5
sja1000_isa_port_read_reg 5
bna_tx_sm_start_wait 5
iwlagn_txq_attach_buf_to_tfd 5
il_mac_config 5
irda_usb_net_timeout 5
bdx_rxdb_available 5
qlge_vlan_rx_add_vid 5
CheckSourceAddress 5
p54_register_led 5
temac_iow 5
igb_clean_tx_ring 5
tile_net_stop_aux 5
rtl8139_set_rx_mode 5
pcnet_open 5
sky2_reset 5
wlc_lcnphy_common_read_table 5
ixgbe_i2c_bus_clear 5
rndis_unbind 5
ql_release_to_lrg_buf_free_list 5
iw_copy_mgmt_info_element 5
wl3501_switch_page 5
catc_multicast 5
skge_set_multicast 5
rtl92de_read_dword_dbi 5
hash_item 5
build_rx_desc 5
put_tcvr_byte 5
xennet_rxidx 5
get_a_page 5
e1000e_power_up_phy 5
atl1_clean_rx_ring 5
wlc_lcnphy_get_current_tx_pwr_idx 5
e1000e_update_nvm_checksum_generic 5
hw_init_hmac 5
__iwl_read_prph 5
spider_net_setup_phy 5
tlan_set_multicast_list 5
spider_net_get_multicast_hash 5
to_target 5
de_start_rxtx 5
dma_buf_read 5
bfa_cee_get_attr_isr 5
ewrk3_ioctl 5
hp100_probe1 5
e100_shutdown 5
ipw_send_wep_keys 5
carl9170_led_register 5
xemaclite_mdio_wait 5
mwl8k_rxq_deinit 5
hfa384x_set_rid 5
ath6kl_htc_stop 5
dfx_bus_uninit 5
ar9003_mci_queue_unsent_gpm 5
gelic_card_release_tx_chain 5
gem_set_link_modes 5
cfhsi_wake_up 5
falcon_spi_wait 5
vmxnet3_disable_all_intrs 5
iwm_send_mlme_profile 5
spider_net_set_promisc 5
vxge_hw_channel_dtr_post 5
il_eeprom_init 5
ehea_poll_eq 5
ath9k_hw_phy_disable 5
brcms_c_setxband 5
mlx4_en_unmap_buffer 5
e1000e_init_rx_addrs 5
tg3_set_bdinfo 5
fec_poll_controller 5
hp100_clean_txring 5
uec_get_regs 5
process_bw_alloc 5
igb_setup_rctl 5
rmt_state_change 5
rtl8139_hw_start 5
spider_net_undo_pci_setup 5
lbs_set_monitor_mode 5
ath9k_cmn_get_hw_crypto_keytype 5
e1000e_setup_fiber_serdes_link 5
xgmac_rx 5
emac_poll_controller 5
spider_net_disable_interrupts 5
korina_rx 5
ixgbe_init_eeprom_params_generic 5
mlx4_table_find 5
ixgb_intr 5
cpc_tty_receive 5
jme_phy_on 5
tg3_write_flush_reg32 5
e1000e_setup_copper_link 5
depca_hw_init 5
brcms_c_phytxctl1_calc 5
p54_set_leds 5
stmmac_rx 5
vxge_close_vpaths 5
p54_find_and_unlink_skb 5
rtl92ce_enable_interrupt 5
ixgbe_setup_phy_link_tnx 5
plip_open 5
wl1271_acx_keep_alive_config 5
ns83820_disable_interrupts 5
free_cc770dev 5
mii_idle 5
port_w16 5
ixgb_remove 5
e1000_phy_hw_reset_ich8lan 5
rt2x00lib_resume 5
pcnet_close 5
eepro_send_packet 5
fmvj18x_config 5
smsc75xx_phy_wait_not_busy 5
nv_stop_tx 5
is_pmu_set 5
sm_ph_lem_stop 5
wlc_lcnphy_get_radio_loft 5
bnx2x_dcbnl_update_applist 5
mwl8k_cmd_set_post_scan 5
lmc_ds3_set_100ft 5
pio_rx_error 5
usbnet_purge_paused_rxq 5
airo_release 5
iwl_beacon_time_mask_high 5
b43_register_led 5
iwl_remove_notification 5
e1000_set_phy_type 5
ugeth_enable 5
irda_usb_disconnect 5
bnx2_reset_phy 5
bna_tx_sm_stop_wait 5
if_sdio_host_to_card 5
i2400mu_notification_release 5
bna_bfi_tx_enet_start 5
b43legacy_write_probe_resp_plcp 5
eepro_probe1 5
ipw_disable_interrupts 5
ace_init_cleanup 5
t3_set_phy_speed_duplex 5
alb_set_mac_address 5
e1000_detect_gig_phy 5
bond_should_notify_peers 5
prism2_check_tx_rates 5
mdio45_ethtool_gset_npage 5
ixgbe_free_all_tx_resources 5
slave_disable_netpoll 5
ql_read_serdes_reg 5
b43_wa_txdc_offset 5
t3_get_fw_version 5
corkscrew_open 5
e1000_write_phy_reg_hv_locked 5
e1000_read_mac_addr_vf 5
tcam_get_size 5
il_cmd_queue_unmap 5
b43_wireless_core_stop 5
cc770_start 5
__mlx4_mr_release 5
ni5010_open 5
t4vf_free_vi 5
jme_intr 5
phy_start_machine 5
rtl92d_get_rightchnlplace_for_iqk 5
b44_set_mac_addr 5
mlx4_srq_alloc_icm 5
igbvf_free_rx_resources 5
ibmtr_detach 5
e1000_read_flash_byte_ich8lan 5
emac_exit 5
type1_infoblock 5
bna_rx_sm_failed 5
dscc4_tx_print 5
wait_for_buffer 5
atl1e_validate_option 5
hostap_ioctl 5
ibmtr_probe_card 5
t4vf_wr_mbox_core 5
ppp_async_push 5
rt2x00usb_flush_queue 5
phy_find_valid 5
marvell_read_status 5
carl9170_update_survey 5
lmc_start_xmit 5
pcnet_detach 5
ath6kl_bmi_read 5
stmmac_dvr_remove 5
eq_set_ci 5
wl1271_free_tx_id 5
phymode_to_string 5
ixgbe_get_sfp_init_sequence_offsets 5
smsc_ircc_init_chip 5
tg3_msi 5
send_three_state 5
eth_txdone_irq 5
rspq_to_qset 5
e1000_rar_set_vf 5
hso_serial_set_termios 5
tms380tr_reset_interrupt 5
igb_lower_eec_clk 5
wl1271_cmd_interrogate 5
vxge_hw_mrpcim_stats_access 5
ath9k_hw_get_lower_upper_index 5
gelic_wl_disconnect 5
dm9601_mdio_write 5
orinoco_cs_release 5
netconsole_target_put 5
b43legacy_dummy_transmission 5
mlx4_SET_PORT_qpn_calc 5
mlx4_register_vlan 5
atl1e_get_eeprom 5
nsc_ircc_net_close 5
hwm_conv_can 5
_dma_ddtable_init 5
dev_to_sv 5
e1000_lower_eec_clk 5
eip_start_xmit 5
mlx4_SET_PORT_general 5
ql_get_mac_addr_reg 5
igb_irq_enable 5
vxge_hw_vpath_intr_enable 5
ar9003_hw_eeprom_get_cck_tgt_pwr 5
smt_check_para 5
xgmac_poll 5
__team_port_change_check 5
sis900_init_rxfilter 5
rtl92c_phy_lc_calibrate 5
ql_port_start 5
hermes_program 5
t4vf_enable_vi 5
mc32_tx_ring 5
mpi_send_packet 5
e1000_setup_link_82571 5
hostap_handle_sta_rx 5
hw_init_desc 5
igbvf_reset_interrupt_capability 5
b43_adjust_opmode 5
ixgbevf_msix_clean_rx 5
rtl_generic_op 5
ixgbe_led_off_generic 5
via_ircc_net_open 5
vmxnet3_enable_all_intrs 5
esd_usb2_start 5
wlc_phy_anacore 5
eeprom_cmd_end 5
b43_led_update 5
ixgbe_lower_eeprom_clk 5
korina_free_ring 5
jme_interrupt_mode 5
efuse_get_current_size 5
z_comp_reset 5
dc21040_state 5
debug_data_cmd 5
iwl_trace_cleanup 5
emac_reset 5
_rtl_init_hw_ht_capab 5
tg3_alloc_rx_data 5
sbni_probe1 5
mac8390_init 5
softing_startstop 5
ixgb_clean_tx_ring 5
t3_phy_lasi_intr_enable 5
get_mb_tx_shift 5
scc_notify 5
xemaclite_update_address 5
il4965_hw_get_temperature 5
smctr_issue_write_word_cmd 5
ibmtr_config 5
atl2_check_options 5
bnx2x_init_bp 5
ehea_promiscuous 5
igb_read_phy_reg_sgmii_82575 5
kszphy_config_init 5
rtl_deinit_deferred_work 5
mwifiex_11n_get_rx_reorder_tbl 5
sky2_close 5
sis900_reset_phy 5
z_decomp_reset 5
igb_reset_interrupt_capability 5
ixgbe_get_eeprom_semaphore 5
atl1_reset_hw 5
b43_wa_txlna_gain 5
ath_rc_get_rateindex 5
efx_init_lm87 5
e1000e_poll_eerd_eewr_done 5
enable_flow_control_ability 5
ixgbevf_maybe_stop_tx 5
pci_intr_handler 5
igb_remove 5
_rtl92d_phy_pimode_switch 5
ks8695_reset 5
iwlagn_rx_queue_restock 5
vmxnet3_intr 5
amd8111e_restart 5
mwl8k_cmd_set_pre_scan 5
fw_parse 5
il_setup_watchdog 5
il_tx_cmd_complete 5
dump_cred_dist 5
bna_bfi_mcast_filter_req 5
ath5k_hw_reset_tsf 5
__mlx4_srq_free_icm 5
spider_net_probe 5
jme_clear_pm 5
il_chswitch_done 5
smctr_enable_adapter_ctrl_store 5
t1_tpi_par 5
efx_test_phy 5
brcmf_bss_connect_done 5
ixgb_rar_set 5
sl_free_bufs 5
brcms_c_send_q 5
tok_open_adapter 5
efuse_read_all_map 5
atmel_read8 5
tg3_set_coalesce 5
hss_hdlc_txdone_irq 5
bnx2x_8073_8727_external_rom_boot 5
lmc_proto_open 5
rt2x00queue_alloc_rxskb 5
iwm_generic_open 5
igbvf_get_eeprom 5
nx_get_data_desc 5
e1000e_set_fc_watermarks 5
pm3393_disable 5
qlcnic_get_regs 5
gelic_wl_start_scan 5
rtl8169_reset_task 5
fmvj18x_release 5
e1000_set_lplu_state_pchlan 5
ixgb_sw_init 5
smc911x_tx 5
veth_recycle_msg 5
t3_free_sge_resources 5
niu_link_status 5
csk_hold 5
dp83640_clock_get 5
hfa384x_events_only_cmd 5
ixgbe_set_vf_vlan 5
cfhsi_rx_done 5
__i2400m_roq_queue 5
upload_code 5
au1000_ReleaseDB 5
vxge_hw_vpath_vid_add 5
pio_irq_workaround 5
s2io_chk_rx_buffers 5
mlx4_buf_free 5
hostap_tx_callback_register 5
dfx_bus_init 5
b43_wireless_core_init 5
ixgbe_xmit_frame 5
ath5k_hw_phy_init 5
z_comp_alloc 5
recycle_fl_buf 5
ks8995_read 5
seeq8005_init 5
hamachi_timer 5
sm_mac_get_tx_state 5
igb_get_regs 5
wl12xx_cmd_set_default_wep_key 5
iwl_beacon_time_mask_low 5
ipg_nic_rxrestore 5
p54_tx_80211 5
efx_mac_work 5
smt_received_pack 5
e1000_write_eeprom_spi 5
vxge_hw_device_intr_disable 5
ath_update_survey_stats 5
ks8695_update_mac 5
sis900_default_phy 5
typhoon_free_rx_rings 5
__bnx2x_link_report 5
wl1251_free_hw 5
desc_get_buf_len 5
e1000_clean_all_rx_rings 5
safe_disable_mii_autopoll 5
enable_common_interrupts 5
ixgbe_get_bus_info_generic 5
e1000_adjust_serdes_amplitude 5
nv_close 5
mlx4_mtt_init 5
efx_fini_lm87 5
ni65_alloc_mem 5
rtl92s_phy_config_rf 5
rcs_base 5
z8530_interrupt 5
rt2500pci_bbp_read 5
rt2800_load_firmware 5
igbvf_get_regs 5
pm3386_get_mac 5
ath6kl_htc_tx_prep_pkt 5
_rtl92ce_llt_write 5
via_ircc_net_close 5
mac_set_vlan_cam 5
rtl_pci_disconnect 5
xl_close 5
vnic_dev_clear_desc_ring 5
il3945_hw_reg_comp_txpower_temp 5
tun_flags 5
_sc92031_mii_read 5
il4965_free_dma_ptr 5
bfa_nw_ioc_is_operational 5
wlc_phy_a2_nphy 5
mlx4_status_to_errno 5
rt2800_config_filter 5
ath9k_hw_set_tsfadjust 5
nsc_ircc_net_open 5
atmel_release 5
ali_ircc_open 5
bnx2x_free_fp_mem 5
ixgbe_read_phy_reg_generic 5
ath6kl_sdio_free_bus_req 5
ath6kl_wmi_set_host_sleep_mode_cmd 5
be_cmd_pmac_add 5
sh_sir_init_iobuf 5
b43legacy_register_led 5
bnx2x_close 5
cpc_tty_unregister_service 5
__get_state_machine_lock 5
t3_link_changed 5
xgmac_intr_handler 5
ath6kl_cfg80211_resume 5
wlc_lcnphy_set_tx_gain_override 5
bfa_cb_image_get_chunk 5
usbnet_get_ethernet_addr 5
update_best 5
e1000_clear_hw_cntrs_ich8lan 5
igb_setup_tx_resources 5
__wl1271_op_remove_interface 5
libipw_rx_frame_decrypt 5
miiport_read 5
atmel_validate_channel 5
ixgbe_stop_adapter_generic 5
bnx2_set_mac_addr 5
at76_get_hw_cfg 5
hamachi_open 5
t4_free_sge_resources 5
gem_do_stop 5
do_s2io_add_mac 5
sis900_close 5
iwm_fw_op_offset 5
cpc_intr 5
b43legacy_plcp_get_ratecode_cck 5
e1000_set_d0_lplu_state_82571 5
ipw2100_set_power_mode 5
e1000e_check_mng_mode_generic 5
rhine_get_events 5
t3_mac_set_address 5
wl1251_acx_sleep_auth 5
ath5k_hw_txpower 5
p54_init_common 5
cfhsi_abort_tx 5
tg3_enable_nvram_access 5
ixgb_exit_module 5
sis900_init_rx_ring 5
z_decomp_init 5
ath5k_hw_set_lladdr 5
t3_os_link_fault 5
ixgbe_maybe_stop_tx 5
fs_cleanup_bds 5
tg3_mac_loopback 5
e1000e_free_tx_resources 5
wait_for_stat_compl 5
lmc_ifdown 5
gfar_set_mac_for_addr 5
ace_load_jumbo_rx_ring 5
bfa_ioc_event_notify 5
mlx4_en_update_rx_prod_db 5
ar9003_hw_rtt_load_hist 5
efx_check_lm87 5
transmit_allocate 5
brcmf_sdioh_request_byte 5
netxen_restore_indev_addr 5
emac_ioctl 5
lmc_proto_netif 5
macvlan_hash_lookup 5
p54spi_power_off 5
temac_indirect_busywait 5
spider_net_init_card 5
_rtl92d_phy_iq_calibrate 5
brcms_c_calc_lsig_len 5
init_driver_fplus 5
mlx4_uar_alloc 5
if_cs_write8 5
bnx2x_vlan_mac_set_rdata_hdr_e2 5
depca_device_remove 5
bfa_ioc_pf_disabled 5
pch_gbe_stop 5
brcms_c_stf_phytxchain_sel 5
prism2_open 5
wlc_lcnphy_calib_modes 5
b43legacy_synchronize_irq 5
smc91c92_release 5
mv643xx_eth_open 5
ixgbevf_free_all_rx_resources 5
scb_rdcmd 5
ath9k_hw_startpcureceive 5
ali_ircc_dma_receive_complete 5
il4965_table_type_matches 5
uli526x_reuse_skb 5
nmclan_release 5
ewrk3_open 5
lpphy_set_rc_cap 5
b43legacy_phy_lo_g_singledeviation 5
dma_rxfill 5
be_cmd_mac_addr_query 5
ath5k_hw_set_opmode 5
vmxnet3_get_regs_len 5
rmt_new_dup_actions 5
vmxnet3_quiesce_dev 5
e1000_phy_get_info 5
team_nl_fill_options_get 5
irda_usb_find_class_desc 5
i2400m_op_reset 5
p54p_stop 5
ibmveth_rxq_flags 5
cnic_stop_hw 5
frametype 5
mc32_open 5
refill_work 5
igbvf_free_tx_resources 5
ixgbe_get_regs 5
i2400m_msg_ack_hook 5
ibmveth_remove 5
ehea_multicast_reg_helper 5
do_key_write 5
t3_intr_handler 5
ipw2100_download_firmware 5
ixgbe_disable_tx_laser_multispeed_fiber 5
_rtl92s_phy_config_bb 5
rt2x00queue_alloc_entries 5
ixgbe_acquire_swfw_sync_X540 5
qlcnic_dump_l1_cache 5
sw_w_sta_mac_table 5
ecm_state_change 5
e1000_power_down_phy_copper_ich8lan 5
wl_to_spi 5
lapbeth_get_x25_dev 5
el3_device_remove 5
pdr_id 5
il4965_hdl_rx 5
mwifiex_process_rx_packet 5
ath5k_hw_get_default_slottime 5
_rtl92de_llt_write 5
netxen_free_dummy_dma 5
b43_wa_txpuoff_rxpuon 5
tg3_interrupt 5
ltq_etop_hw_exit 5
tg3_tx_frag_set 5
b43legacy_controller_restart 5
iwm_link_off 5
e1000_get_stats 5
sky2_phy_init 5
b43_nphy_write_clip_detection 5
irda_usb_build_header 5
ath6kl_wmi_powermode_cmd 5
__record_default 5
be_msix_disable 5
p54_parse_firmware 5
ali_ircc_init_53 5
ax_header 5
vortex_tx_timeout 5
timer_func 5
b43_generate_tx_phy_ctl1 5
netxen_list_config_vlan_ip 5
e1000_get_phy_addr_for_hv_page 5
iwl_connection_init_rx_config 5
e100_set_mdio_reg 5
vnet_rx 5
pcnet_config 5
ixgbe_get_swfw_sync_semaphore 5
smctr_set_trc_reset 5
bfa_ioc_sm_getattr 5
z_comp_init 5
at24_readb 5
rt2x00queue_map_txskb 5
eeprom_write_bit 5
__mlx4_free_mtt_range 5
bnx2x_get_regs_len 5
vxge_hw_vpath_inta_mask_tx_rx 5
il_pci_resume 5
e1000_setup_all_rx_resources 5
rtl8180_handle_tx 5
mdiobb_send_num 5
sungem_phy_probe 5
bnx2x_link_reset 5
ixgb_check_and_get_eeprom_data 5
ath_rx_edma_buf_link 5
mac_update_multicast 5
nsc_ircc_init_dongle_interface 5
drv_reset_indication 5
ixgb_free_tx_resources 5
__iwl_down 5
update_hash_table_mac_address 5
ixgbe_setup_mac_link_multispeed_fiber 5
mii_check_gmii_support 5
bnx2x_enable_msi 5
ath6kl_cfg80211_scan 5
ibmtr_release 5
e1000e_get_auto_rd_done 5
e1000e_validate_nvm_checksum_generic 5
b43legacy_upload_card_macaddress 4
bnx2x_pf_disable 4
kingsun_probe 4
__ks8842_start_new_rx_dma 4
atl1c_set_multi 4
p54u_tx_dummy_cb 4
eexp_irq 4
ath5k_hw_set_mcast_filter 4
cmdstr 4
uli526x_dynamic_reset 4
pch_gbe_setup_rctl 4
smsc911x_tx_writefifo 4
prism54_mib_mode_helper 4
vxge_hw_channel_dtr_count 4
pxa_irda_disable_clk 4
rlb_next_rx_slave 4
lbtf_set_mode 4
mwl8k_cmd_bss_start 4
gfar_halt_nodisable 4
atl1e_get_tpd 4
wlc_phy_savecal_nphy 4
enic_dev_del_station_addr 4
ks959_change_speed 4
ixgbe_start_hw_gen2 4
comm_pending 4
phy_stop_machine 4
espibug_workaround 4
skge_tx_clean 4
iwl_init_geos 4
z8530_tx_begin 4
bpq_set_lockdep_class 4
miiport_write 4
de620_close 4
free_rbufs 4
iwl_set_temperature_offset_calib 4
bna_enet_cb_chld_stopped 4
nv_free_irq 4
rt2x00debug_deregister 4
t3_mac_enable_exact_filters 4
ftmac100_tx_complete 4
hostap_set_auth_algs 4
crc416 4
real_init_plc 4
emac_dev_stop 4
lbtf_complete_command 4
ixgbevf_free_irq 4
remove_descriptors 4
wlc_lcnphy_set_tx_iqcc 4
__mlx4_qp_release_range 4
efx_mcdi_wol_filter_set 4
ehea_create_busmap 4
cisco_hard_header 4
il_dbg_log_tx_data_frame 4
team_nl_team_get 4
__cp_set_rx_mode 4
brcmf_init_iscan 4
atp_init 4
brcms_c_rateset_filter 4
ni52_rnr_int 4
ucc_geth_init_mac 4
ath_rc_set_valid_rate_idx 4
nic_read_bit 4
ks_restore_cmd_reg 4
greth_clean_tx_gbit 4
atl1e_clean_tx_ring 4
wlc_phy_workarounds_nphy_gainctrl_2057_rev6 4
smt_string_swap 4
__orinoco_commit 4
b43_nphy_pa_override 4
smsc_ircc_set_transceiver_smsc_ircc_atc 4
igbvf_put_txbuf 4
register_mscandev 4
bna_bfi_rx_enet_stop 4
meth_free_tx_ring 4
hp100_isa_cleanup 4
eeprom_ptov 4
calc_expire_secs 4
carl9170_cancel_worker 4
ath_set_beacon 4
zd_chip_disable_int 4
_rtl92c_phy_simularity_compare 4
e1000e_check_downshift 4
niu_enable_rx_channel 4
enic_msix_notify_intr 4
cosa_reset_and_read_id 4
ixgbe_mta_vector 4
bfa_iocpf_sm_enabling 4
aggr_delete_tid_state 4
register_flexcandev 4
t4vf_change_mac 4
smsc_ircc_hard_xmit_sir 4
queue_llc_rx 4
ether3_open 4
_sc92031_mii_cmd 4
atl1c_clean_rx_ring 4
__vxge_hw_vpath_initialize 4
e1000_init_manageability_pt 4
p54spi_spi_read 4
b43_phy_lcn_set_tx_gain 4
atl1e_sw_init 4
rem_slave_qps 4
free_tbufs 4
bigmac_stop 4
igb_set_d0_lplu_state_82575 4
bna_ib_coalescing_timeo_set 4
stmmac_release 4
lbs_send_tx_feedback 4
seeq8005_probe1 4
mwifiex_request_scan 4
netxen_intr 4
bnad_cleanup_rx 4
il3945_hw_reg_txpower_get_temperature 4
brcms_c_set_countrycode 4
e1000_read_phy_reg_hv_locked 4
prism2_wds_special_addr 4
myri10ge_notify_dca 4
iwl_clear_ucode_stations 4
madgemc_chipset_init 4
carl9170_rx_stream 4
mwifiex_get_stats 4
gelic_net_poll_controller 4
xennet_sysfs_addif 4
bnx2x_init_internal 4
qlcnic_nic_add_mac 4
ixgbe_init_module 4
smt_fill_sde 4
enc28j60_set_hw_macaddr 4
txc_apply_defaults 4
phy_record 4
rt2x00pci_free_reg 4
il_mac_add_interface 4
ixgbe_set_vmdq_generic 4
mwl8k_cmd_radio_disable 4
el3_up 4
b44_free_consistent 4
kvaser_pci_init 4
stmmac_mdio_reset 4
ehea_get_port 4
fst_open 4
rhine_rx 4
brcmf_sdbrcm_sdclk 4
e1000_get_cfg_done_ich8lan 4
vlsi_free_ring 4
qlcnic_dump_nop 4
vmxnet3_check_link 4
rhine_set_vlan_cam_mask 4
ksz_free_buffers 4
