#function_name function_calls
rtl_release_firmware 3
esd_usb2_read_bulk_callback 3
lpphy_calc_rx_iq_comp 3
b43_debugfs_exit 3
atl1c_get_speed_and_duplex 3
bfin_sir_suspend 3
ar9003_mci_send_coex_version_response 3
b43_qos_params_upload 3
bfa_iocpf_disable 3
lpphy_clear_deaf 3
_rtl92cu_deInit_led 3
nsc_ircc_dma_xmit_complete 3
ixgbevf_read_mbx_vf 3
spider_net_enable_interrupts 3
mlx4_stop_sense 3
gfar_poll 3
elplus_setup 3
ath9k_htc_add_station 3
iwlagn_hwrate_to_mac80211_idx 3
pc300_set_iface 3
cleanup_debugfs 3
put16 3
ks8695_poll 3
lmc_ssi_set_status 3
eepro_tx_timeout 3
ixgbevf_watchdog_task 3
brcms_b_wait_for_wake 3
hermes_doicmd_wait 3
mal_rx_bd_offset 3
scc_send_packet 3
_rtl92se_signal_scale_mapping 3
w90p910_write_cam 3
smctr_make_phy_drop_num 3
il4965_txq_ctx_alloc 3
sw_dis_diffserv 3
_rtl92d_check_fw_read_last_h2c 3
ath_pci_exit 3
prism54_clear_mac 3
tok_send_packet 3
mwifiex_write_data_to_card 3
bnx2x_stats_pmf_update 3
carl9170_usb_reset 3
ath5k_hw_rf5112_channel 3
ath5k_hw_proc_5212_rx_status 3
bnx2x_validate_vlan_mac_move 3
carl9170_tx_rts_check 3
ipw_get_current_rate 3
proc_config_open 3
tx_dma_buf_init 3
ql_mb_idc_ack 3
brcms_c_mod_prb_rsp_rate_table 3
prism2_plx_cor_sreset 3
ath6kl_ap_beacon 3
sh_irda_xir_fte 3
bnx2x_exe_queue_add 3
ath6kl_set_addrwin_reg 3
housekeeping_disable 3
smc91c92_suspend 3
smctr_init_rx_fcbs 3
dmfe_resume 3
s2io_txpic_intr_handle 3
ns83820_hard_start_xmit 3
mv643xx_eth_recalc_skb_size 3
ath9k_deinit_priv 3
orinoco_unregister_pm_notifier 3
ipg_rx_clear 3
m147lance_writerap 3
ipw2100_kill_works 3
rhine_restart_tx 3
efx_mcdi_phy_reconfigure 3
iwl_restore_stations 3
cp_init_hw 3
iwl_apm_init 3
cosa_disable_rx 3
iwl_rx_handle 3
if_sdio_power_on 3
i2400m_check_mac_addr 3
dynamic_netconsole_exit 3
b43_lpphy_op_software_rfkill 3
bnx2x_issue_dmae_with_comp 3
_rtl92s_cmd_send_packet 3
sw_cfg_replace_vid 3
iwl_queue_init 3
hpp_open 3
ehea_free_interrupts 3
init_rxd_ring 3
es_block_output 3
tg3_mdio_fini 3
ni65_alloc_buffer 3
ixgbe_set_pcie_completion_timeout 3
happy_meal_clean_rings 3
rlb_init_table_entry 3
tah_detach 3
igb_get_eeprom_len 3
bnx2x_fill_report_data 3
ixgbevf_init_mbx_params_vf 3
mac8390_open 3
e1000_ready_nvm_eeprom 3
x25_asy_free 3
ixgb_clear_hw_cntrs 3
vsc82xx_config_intr 3
bond_loadbalance_arp_mon 3
__tun_chr_ioctl 3
wlc_lcnphy_clear_papd_comptable 3
toim3232_close 3
_rtl92c_phy_pi_mode_switch 3
read_nic_word 3
emac_dev_xmit 3
ipw2100_get_fwversion 3
old_belkin_close 3
t3_tp_set_max_rxsize 3
e100_check_duplex 3
au1000_tx_timeout 3
e1000_init_phy_params_82571 3
__vxge_hw_ring_reset 3
ipw2100_ucode_download 3
smctr_clear_trc_reset 3
airo_read_stats 3
cas_entropy_reset 3
cpmac_clear_tx 3
ath5k_hw_proc_2word_tx_status 3
cycx_netdevice_rebuild_header 3
bnx2x_stats_do_nothing 3
bfa_ioc_msgflush 3
i2400ms_bus_release 3
bnx2x_func_reset_cmn 3
pcnet_try_config 3
_rtl92ce_phy_rf6052_config_parafile 3
bnx2x_get_link_speed_duplex 3
ne_drv_probe 3
iwm_open 3
ibmtr_cleanup_card 3
ns_exp_write 3
vmxnet3_rq_rx_complete 3
tg3_get_eeprom_size 3
_rtl92cu_resume_tx_beacon 3
hamachi_get_drvinfo 3
ixgbevf_read_posted_mbx 3
vxge_rx_term 3
irda_usb_net_ioctl 3
mwifiex_pcie_process_event_ready 3
qlcnic_set_eswitch_port_config 3
velocity_remove1 3
be_tx_compl_get 3
il3945_rs_tx_status 3
brcmf_add_if 3
prism54_get_wap 3
atl2_get_speed_and_duplex 3
s2io_enable_msi_x 3
rt2x00link_antenna_get_rssi_history 3
ixgbe_find_vlvf_slot 3
vxge_rem_isr 3
hw_chk_wol_pme_status 3
rt2500usb_write_tx_desc 3
p54u_tx_cb 3
ath_calcrxfilter 3
e1000_msix_other 3
carl9170_usb_resume 3
wlc_phy_tx_iq_war_nphy 3
r6040_interrupt 3
lancer_test_and_set_rdy_state 3
qlcnic_msix_intr 3
ixgbevf_setup_mac_link_vf 3
efuse_shadow_write_1byte 3
t4vf_read_rss_vi_config 3
__e1000e_write_phy_reg_igp 3
ar9003_mci_send_sys_waking 3
b43_wa_iqadc 3
rndis_leave_ibss 3
protocol_id_get 3
enic_free_rq_buf 3
bna_bfi_ethport_up 3
temac_mdio_read 3
ehea_rereg_mrs 3
pch_gbe_set_settings 3
get_tx_head_mb 3
mpi_receive_802_3 3
sis190_get_mac_addr_from_apc 3
ath6kl_bmi_reg_read 3
depca_start_xmit 3
mwifiex_sdio_remove 3
hpp_mem_get_8390_hdr 3
efx_init_irq_moderation 3
rhine_slow_event_task 3
__er16flash 3
ath5k_hw_set_rxdp 3
mdio_ctrl_phy_mii_emulated 3
typhoon_inc_rxfree_index 3
unexpected_offload 3
ipw2100_reset_adapter 3
smctr_set_auth_access_pri 3
il3945_rx_handle 3
ixgbe_dcb_hw_ets_config 3
bnad_netdev_qstats_fill 3
atl2_mii_ioctl 3
ath9k_htc_beacon_config_sta 3
brcms_rfkill_set_hw_state 3
ar5008_hw_set_rf_regs 3
bmac_init_chip 3
i2400m_stats_open 3
rndis_wlan_craft_connected_bss 3
mv88x201x_interrupt_clear 3
smsc75xx_set_rx_max_frame_length 3
__show_chan_per_port 3
i2400m_net_tx 3
bna_rx_mod_stop 3
bnx2x_link_settings_status 3
ixgb_update_eeprom_checksum 3
enic_pp_associate 3
prism54_set_wpa 3
ucc_geth_suspend 3
e1000_clear_vfta_generic 3
bdx_get_strings 3
encode_sixpack 3
ath_isr 3
ixgbe_init_eeprom_params_X540 3
ath5k_hw_get_txdp 3
eexp_timeout 3
t4_ofld_eq_free 3
unmap_bf_area 3
enet_addr_rst 3
s6gmac_tx_interrupt 3
il4965_rs_rate_scale_perform 3
ql_mb_wol_mode 3
jme_powersave_phy 3
bnx2x_set_ctx_validation 3
wl1271_free_hw 3
cnic_setup_5709_context 3
prism2_request_scan 3
wlc_lcnphy_idle_tssi_est 3
mlx4_WRITE_PROMISC 3
e1000_read_mbx_vf 3
rx_eth 3
bfa_ioc_recover 3
cfm_fsm 3
e1000_update_nvm_checksum_ich8lan 3
ipw2100_set_wpa_ie 3
olympic_freemem 3
bnx2x_link_initialize 3
ixgbe_service_timer 3
skge_ramset 3
b43_one_core_attach 3
protocol_id_set 3
ath9k_hw_get_nf_limits 3
t3_cim_ctl_blk_read 3
tlan_resume 3
b43legacy_upload_beacon1 3
wl1271_tx_reset_link_queues 3
beacon_disable 3
bfa_ioc_pf_fwmismatch 3
il4965_load_bsm 3
i2400mu_txd 3
mlx4_unregister_interface 3
wl12xx_cmd_croc 3
uli526x_reset_prepare 3
wlc_2064_vco_cal 3
ks8851_rxctrl_work 3
t1_sge_set_coalesce_params 3
b43_nphy_tx_power_fix 3
b43legacy_radio_clear_tssi 3
iwl_check_stuck_queue 3
iwl_dump_csr 3
_rtl_prep_rx_urb 3
korina_set_carrier 3
write_large_page_tx_descs 3
smctr_set_ring_speed 3
ql_process_mac_split_rx_intr 3
i2400m_net_wake_stop 3
ql_enable_msix 3
ipg_config_autoneg 3
korina_abort_rx 3
ath6kl_wmi_get_stats_cmd 3
e1000_read_pba_string_generic 3
qlcnic_alloc_lb_filters_mem 3
ezusb_fill_req 3
__detach_bond_from_agg 3
aphy_channel_switch 3
smctr_get_station_id 3
bnx2x_napi_enable 3
bcm_enet_stop 3
wlc_phy_a1_nphy 3
rndis_get_station 3
cycx_data_boot 3
kaweth_set_rx_mode 3
flashgchar 3
get_ufigen_type 3
remove_vq_common 3
scc_isr_dispatch 3
clear_reported 3
e1000_acquire_nvm_80003es2lan 3
at91_chip_stop 3
mace_txdma_intr 3
dec_lance_tc_probe 3
iwl_verify_inst_sparse 3
bnx2x_set_q_rx_mode 3
emac_get_drvinfo 3
wl12xx_roc 3
__vxge_hw_device_handle_link_down_ind 3
i2400m_init 3
b43legacy_radio_lock 3
iwl_set_mode 3
niu_ethflow_to_l3proto 3
wl12xx_cmd_channel_switch 3
rndis_join_ibss 3
zd_mac_clear 3
_stmmac_schedule 3
cnic_service_bnx2x_kcq 3
ath9k_hw_analog_shift_regwrite 3
t4vf_eth_xmit 3
buffer_load 3
negotiate_nvsp_ver 3
get_hwsim_data_ref_from_addr 3
tms380tr_hardware_send_packet 3
wlc_intstatus 3
ixgbe_read_eerd_X540 3
do_hp_probe 3
hydra_reset_8390 3
rt2800_get_default_vgc 3
bond_alb_xmit 3
wl12xx_cmd_roc 3
mi1_wr_addr 3
_rtl92c_fw_block_write 3
bnx2x_queue_chk_transition 3
olympic_srb_bh 3
print_driver_id 3
dev_monitor 3
rtl8180_free_rx_ring 3
b44_wap54g10_workaround 3
x25_ioctl 3
parse_addr 3
sky2_set_features 3
igb_get_phy_info_m88 3
prism54_wpa_bss_ie_add 3
ppp_print_hex 3
seeq8005_rx 3
gfar_enet_open 3
rt2x00soc_suspend 3
pcnet32_alloc_ring 3
__mwl8k_cmd_mac_multicast_adr 3
ks8842_dma_rx_cb 3
e1000_init_hw_82571 3
lpphy_b2062_reset_pll_bias 3
e1000e_has_link 3
get_htc_epid_queue 3
ezusb_mod_timer 3
tah_exit 3
vxge_callback_crit_err 3
s2io_isr 3
amd8111e_interrupt 3
wl128x_cmd_radio_parms 3
cnic_disable_bnx2_int_sync 3
setup_memwin 3
sbmac_initctx 3
bnx2_io_error_detected 3
bnx2x_dcbx_fill_cos_params 3
tcam_early_init 3
sis900_set_wol 3
cpc_tty_hangup 3
de_reset_mac 3
sky2_set_mac_address 3
ftgmac100_rxdes_get_page 3
ehea_refill_rq1 3
pcnet32_tx_timeout 3
sky2_put_idx 3
ath5k_hw_set_gpio_intr 3
bnx2x_release_alr 3
ks8842_update_rx_counters 3
cpdma_ctlr_stop 3
bnx2x_set_pbd_csum_e2 3
velocity_close 3
gem_setup_multicast 3
etherh_get_header 3
kaweth_set_sofs_wait 3
ne2k_pci_open 3
team_port_leave 3
ks8842_tx_fifo_space 3
cnic_bnx2x_destroy_ramrod 3
smctr_link_tx_fcbs_to_bdbs 3
bond_next_vlan 3
enic_reset_addr_lists 3
efx_probe_tx_queue 3
ehea_init_port_res 3
iwl_setup_watchdog 3
typhoon_inc_cmd_index 3
de_free_rings 3
ether3_probe_bus_16 3
carl9170_usb_firmware_failed 3
igb_get_regs_len 3
ath5k_hw_get_median_noise_floor 3
mcp251x_error_skb 3
set_formac_tsync 3
plip_attach 3
rtl92c_init_edca 3
cp_init_rings_index 3
netdev_free 3
mpc52xx_fec_close 3
bnad_get_stats_count_locked 3
falcon_set_wol 3
bnx2x_dcbx_stop_hw_tx 3
vmxnet3_request_irqs 3
ar9003_hw_bb_watchdog_dbg_info 3
rtl92c_dm_bt_coexist 3
netxen_nic_probe 3
rt61pci_config_channel 3
iwl_free_geos 3
mlx4_start_sense 3
__ath9k_htc_remove_monitor_interface 3
b44_alloc_rx_skb 3
if_sdio_disable 3
falcon_drain_tx_fifo 3
bnx2x_read_data 3
iwm_init_default_profile 3
bnx2x_check_mac_del 3
il4965_alloc_dma_ptr 3
wl1271_check_operstate 3
rt2400pci_init_led 3
smctr_set_auth_funct_class 3
bnx2x_pxp_prep 3
prism2_suspend 3
bnx2x_ets_get_min_w_val_nig 3
ql_wol 3
vxge_tx_term 3
streamer_asb_bh 3
t1_sge_intr_error_handler 3
tms380tr_bringup_diags 3
emac_tx_timeout 3
slvl_setup 3
vxge_xmit_compl 3
mlx4_bitmap_alloc_range 3
ql_write_other_func_reg 3
e100_self_test 3
gfar_init_rxbdp 3
lbtf_update_hw_spec 3
gfar_gstrings 3
hostap_info_process 3
igb_cache_ring_register 3
jme_phy_setEA 3
tun_setup 3
srq_res_start_move_to 3
ath6kl_wmi_send_mgmt_cmd 3
happy_meal_open 3
tg3_find_peer 3
orinoco_tmd_cor_reset 3
tenxpress_init 3
enic_msix_err_intr 3
ehea_create_cq 3
enic_queue_wq_skb_cont 3
sb1000_rx 3
depca_eisa_probe 3
lbs_remove_mesh 3
skge_debug_cleanup 3
ath5k_hw_start_rx_pcu 3
ixgb_write_vfta 3
rr_init1 3
smctr_issue_write_byte_cmd 3
ath9k_del_ps_key 3
hardreset 3
b43_sdio_exit 3
smt_fill_version 3
e100_rx_alloc_skb 3
il3945_send_beacon_cmd 3
xgmac_change_mtu 3
hostap_remove_proc 3
mwifiex_pcie_delete_cmdrsp_buf 3
enic_dev_set_ig_vlan_rewrite_mode 3
ql_get_routing_reg 3
tulip_close 3
mal_reset 3
cnic_get_v4_route 3
scc_close 3
bnx2x_queue_comp_cmd 3
s2io_rem_isr 3
happy_meal_begin_auto_negotiation 3
ewrk3_get_settings 3
hso_get_mux_ports 3
rtl_tbi_enabled 3
atl1c_resume 3
__b44_set_flow_ctrl 3
bnx2x_link_update 3
carl9170_reboot 3
emac_dev_mcast_set 3
spider_net_tx_timeout_task 3
iwm_tx_credit_dec 3
bnad_ioceth_disable 3
rtl8225_rf_conf_erp 3
netxen_create_sysfs_entries 3
vmxnet3_msix_event 3
fill_chainmask 3
ksz_free_desc 3
__e1000e_disable_aspm 3
velocity_soft_reset 3
brcms_ucode_init_uint 3
greth_start_xmit_gbit 3
smctr_set_frame_forward 3
dma_txreset 3
bfa_ioc_get_adapter_optrom_ver 3
srom_command 3
libipw_verify_qos_info 3
wl1271_acx_tid_cfg 3
xmit_common 3
bcm_enet_set_mac_address 3
bsd_incomp 3
ipw_add_station 3
handle_authen 3
brcms_b_recv 3
ixgbe_dcb_unpack_pfc 3
e1000_power_off 3
netdev_set_rx_mode 3
bnx2x_q_send_deactivate 3
cnic_chk_pkt_rings 3
sa1100_irda_resume 3
b43legacy_handle_txstatus 3
ipw_send_qos_params_command 3
atl1c_hw_set_mac_addr 3
bnx2x_is_contextless_ramrod 3
gfar_get_next_cluster_start 3
sdla_receive 3
rtl92d_update_bbrf_configuration 3
phy_enable_interrupts 3
slip_close 3
e1000e_write_phy_reg_m88 3
greth_set_multicast_list 3
adjust_phyreg 3
vortex_check_media 3
ath5k_hw_proc_4word_tx_status 3
ixgb_write_eeprom 3
ath_tx_tasklet 3
rtl_usb_resume 3
update_eth_regs_async 3
__vxge_hw_ring_block_next_pointer_set 3
abyss_chipset_init 3
ks_irq 3
mlx4_unicast_detach 3
m88e1121_did_interrupt 3
qlge_suspend 3
calc_crc_ccitt 3
ar9003_hw_detect_outlier 3
_rtl92c_check_fw_read_last_h2c 3
enic_set_rss_nic_cfg 3
bnx2x_pf_tx_q_prep 3
igb_vlan_rx_kill_vid 3
get_page_ext 3
ehea_destroy_eq_res 3
slip_open 3
ks_setup_int 3
b43_httab_write_bulk 3
bnx2x_get_common_flags 3
wlc_phy_ant_rxdiv_set 3
es_block_input 3
timeout_change_level 3
orinoco_clear_tkip_key 3
rx_osm_handler 3
mwl8k_start_stream 3
ath5k_disable_phy_err_counters 3
sky2_rx_stop 3
myri10ge_setup_dca 3
_rtl92c_phy_set_rf_sleep 3
cycx_x25_irq_spurious 3
ipw2100_adapter_setup 3
mgt_update_addr 3
atl1_setup_mac_ctrl 3
bdx_tx_free_skbs 3
ti_hecc_suspend 3
dscc4_start_xmit 3
ql_get_cam_entries 3
sky2_prefetch_init 3
w83977af_cleanup 3
ql_own_firmware 3
vlsi_reg_debug 3
igb_read_posted_mbx 3
iwl5000_nic_config 3
ql_alloc_net_req_rsp_queues 3
PCI_signature 3
igb_write_mbx_pf 3
netdev_get_eeprom_len 3
stmmac_hw_fix_mac_speed 3
gelic_card_down 3
ixgbe_atr_compute_sig_hash_82599 3
ethoc_resume 3
bnx2x_dcbx_dcbnl_app_idtype 3
macvlan_hash_del 3
ixgb_tx_timeout_task 3
il3945_hdl_stats 3
bnx2x_panic_dump 3
cfspi_xmitlen 3
il4965_rate_control_unregister 3
stmmac_close_ext_timer 3
sun3_82586_get_stats 3
_rtl92d_phy_reload_mac_registers 3
mlx4_do_sense_ports 3
bnx2x_update_pfc_bmac1 3
brcmf_netdev_stop 3
iwl_trans_pcie_prepare_card_hw 3
bnx2_io_slot_reset 3
enic_get_stats 3
netxen_nic_remove 3
p54u_init_urbs 3
flashrestart 3
lpphy_set_rx_gain_by_index 3
nv_init_tx 3
qlcnic_msi_intr 3
atl1e_resume 3
rtl_swlps_rf_awake 3
ixgbe_receive_skb 3
bnx2_disable_int_sync 3
iwlagn_rx_reply_compressed_ba 3
r8168b_0_hw_jumbo_disable 3
ixgbe_service_task 3
pxa168_eth_resume 3
qp_get_srqn 3
mwl8k_set_key 3
mv88e6131_port_to_phy_addr 3
__rtl8169_check_link_status 3
il4965_set_ucode_ptrs 3
ali_ircc_resume 3
happy_meal_rx_reset 3
t4vf_get_rss_glb_config 3
ftgmac100_init_hw 3
is_activesync 3
plip_detach 3
sb1000_get_PIDs 3
__pch_gbe_suspend 3
igb_xmit_frame_ring 3
stmmac_pltfr_probe 3
ixgbevf_set_mac 3
cpmac_probe 3
bond_xmit_broadcast 3
i2400m_tx_timeout 3
iwm_send_prio_table 3
ali_ircc_dma_xmit_complete 3
ath5k_hw_get_isr 3
rt61pci_config_antenna_2x 3
i2400m_boot_is_signed 3
ixgb_clear_vfta 3
e1000_reset_hw_82571 3
qlcnic_napi_enable 3
sis190_set_rx_mode 3
tg3_ints_fini 3
vxge_free_mac_add_list 3
b43_generate_dyn_tssi2dbm_tab 3
vxge_ethtool_sset 3
x25_connect_disconnect 3
il3945_hw_reg_temp_out_of_range 3
epic_interrupt 3
atl1c_phy_setup_adv 3
igb_probe_vfs 3
igb_rxpbs_adjust_82580 3
hwkhz 3
ath6kl_hif_cp_scat_dma_buf 3
bnx2x_wr_fp_sb_data 3
atl1e_get_stats 3
hso_create_net_device 3
takedown_proc_entry 3
brcms_b_rate_shm_offset 3
e1000_validate_nvm_checksum_82571 3
port_cfg_shift 3
ath9k_htc_vif_iter 3
ehea_set_multicast_list 3
bnad_rx_msix_unregister 3
at76_ledtrig_tx_timerfunc 3
qlcnic_get_fw_size 3
set_phy_vars 3
pch_gbe_set_rgmii_ctrl 3
brcms_b_radio_read_hwdisabled 3
zd_submit_waiting_urb 3
de_rx_missed 3
xennet_release_tx_bufs 3
bnad_debugfs_release 3
ixgbe_start_hw_X540 3
ath5k_setup_rate_idx 3
asix_set_sw_mii 3
e1000_reset_hw_ich8lan 3
c_can_setup_receive_object 3
sh_eth_dev_init 3
skge_mac_intr 3
pcnet_probe 3
bnx2_release_firmware 3
smctr_make_ring_station_status 3
reset_lem_struct 3
create_packet 3
libipw_copy_snap 3
wd_open 3
brcms_c_ucode_txant_set 3
dscc4_tx_irq 3
do_wd_probe 3
ixgbe_io_slot_reset 3
smc911x_phy_interrupt 3
mcs7830_hif_update_config 3
ixgbevf_poll_for_msg 3
b43_wa_altagc 3
nsc_ircc_pnp_probe 3
wl1271_op_start 3
ace_set_settings 3
cops_reset 3
ath5k_init_ah 3
brcms_b_setband 3
free_rx_pointers 3
mal_set_rcbs 3
wlc_phy_rxcore_getstate_nphy 3
ath9k_hw_setup_statusring 3
bnx2_poll_work 3
fr_stop 3
igb_check_for_copper_link 3
irtty_set_dtr_rts 3
pch_gbe_set_ringparam 3
korina_clear_and_restart 3
t3_io_error_detected 3
mdio_bus_match 3
read_nic_byte 3
boottime_set 3
mal_enable_eob_irq 3
iwlagn_dev_txfifo_flush 3
tg3_vpd_readblock 3
b43_nphy_adjust_lna_gain_table 3
niu_reset_tx_channels 3
bfa_flash_read_send 3
bnx2x_set_lro_mss 3
igb_vf_configure 3
ael2xxx_get_module_type 3
bnx2x_check_move_always_err 3
ql_mac_cfg_soft_reset 3
bnad_netdev_hwstats_fill 3
bnx2x_dcbx_resume_hw_tx 3
sc92031_tasklet 3
mwl8k_lookup_stream 3
ioc3_init_rings 3
bfa_ioc_get_adapter_fw_ver 3
sis190_set_rgmii 3
ultra32_get_8390_hdr 3
pcnet32_get_regs_len 3
brcmf_bus_start 3
__mlx4_init_one 3
prune_rx_ts 3
bna_rxf_sm_last_resp_wait 3
ath6kl_dbg_is_diag_reg_valid 3
send_scan_event 3
tc35815_set_cam_entry 3
bnx2x_848x3_config_init 3
nv_nic_irq_rx 3
e1000_validate_mdi_setting 3
qlcnic_get_regs_len 3
streamer_arb_cmd 3
ezusb_write_ltv 3
p54_sta_add_remove 3
rtl8139_isr_ack 3
if_spi_h2c 3
ks8851_done_tx 3
il4965_alive_start 3
irda_usb_probe 3
t4vf_alloc_vi 3
ipw_is_rate_in_mask 3
depca_isa_probe 3
ixgbe_do_reset 3
cxgb4_register_uld 3
i2400ms_rx_setup 3
cosa_open 3
velocity_xmit 3
atl2_get_regs_len 3
lbs_tx_lockup_handler 3
sb1000_interrupt 3
b43legacy_hf_write 3
fs_adjust_link 3
ewrk3_set_phys_id 3
i2400m_rx_release 3
wl1251_acx_rts_threshold 3
bnx2x_848xx_cmn_config_init 3
rt2x00queue_update_beacon_locked 3
efx_rx_buf_hash 3
libipw_network_reset 3
bnx2x_populate_preemphasis 3
ks8851_rdreg32 3
upload_rxdata 3
ixgbe_reset_hw_X540 3
carl9170_set_qos 3
pch_gbe_configure_tx 3
qlcnic_create_loopback_buff 3
iwl2000_nic_config 3
brcms_set_hint 3
ixgbevf_get_regs_len 3
korina_multicast_list 3
__mlx4_alloc_mtt_range 3
rndis_filter_send_request_completion 3
lbs_send_mic_failureevent 3
macvtap_get_queue 3
irtty_receive_buf 3
smctr_issue_trc_loopback_cmd 3
lbs_set_deep_sleep 3
ath5k_hw_rfgain_opt_init 3
_rtl92s_fw_set_rqpn 3
s2io_ethtool_seeprom 3
_ipw_write_reg32 3
get_dma_channel 3
i2400mu_bus_bm_wait_for_ack 3
pppoe_get_idx 3
il4965_init_alive_start 3
smc_tx_timeout 3
show_version 3
iwm_build_umac_hdr 3
com90xx_command 3
xemaclite_tx_handler 3
xl_arb_cmd 3
if_usb_boot2_set 3
ezusb_complete_all 3
qlcnic_poll_controller 3
cas_clean_rxcs 3
brcmf_sdio_ai_coredisable 3
rt2500usb_init_led 3
initialize_card 3
iwm_sdio_remove 3
wl1271_acx_fm_coex 3
iwl_sta_tx_modify_enable_tid 3
bnx2x_rearm_latch_signal 3
iwl_eeprom_init 3
atl1_phy_config 3
xemaclite_of_remove 3
carl9170_tx_physet 3
bnx2x_dcbx_get_ap_priority 3
igb_get_phy_info_82580 3
ppp_async_input 3
wlc_lcnphy_rx_iq_est 3
eepro_grab_irq 3
rt2800pci_read_eeprom_soc 3
brcmf_inform_single_bss 3
tg3_reset_hw 3
if_sdio_remove 3
flashcard 3
mcs7830_set_reg_async 3
p54spi_spi_write_dma 3
vnic_intr_clean 3
atl2_hash_mc_addr 3
_rtl92cu_init_led 3
bfin_mac_open 3
wl12xx_acx_set_rate_mgmt_params 3
bfin_mac_interrupt 3
bdx_restore_mac 3
old_belkin_open 3
pasemi_mac_pause_rxint 3
pcicore_deinit 3
carl9170_set_slot_time 3
ath6kl_wmi_get_control_ep 3
e100_hardware_send_packet 3
efx_mcdi_copyout 3
__mlx4_mr_alloc_icm 3
pasemi_mac_free_rx_resources 3
rtl92ce_enable_hw_security_config 3
unregister_c_can_dev 3
eeprom_extend_cmd 3
ipw_qos_handle_probe_response 3
ixgbevf_clean_tx_irq 3
bnx2_enable_nvram_write 3
ath_drain_all_txq 3
do_s2io_store_unicast_mc 3
lmc_t1_init 3
pch_gbe_get_ethtool_stats 3
madgemc_open 3
e1000_init_nvm_params_80003es2lan 3
bnx2x_set_one_vlan_mac_e1h 3
lbtf_beacon_set 3
ath6kl_wmi_cmd_send_xtnd 3
ath_gen_timer_alloc 3
kiss_esc_crc 3
sky2_tx_done 3
rx_bh 3
ppp_async_ioctl 3
vxge_change_mtu 3
cnic_alloc_uio_rings 3
velocity_mii_ioctl 3
plip_preempt 3
bond_3ad_adapter_speed_changed 3
_rtl92ce_halset_sysclk 3
ixgbe_clean_all_tx_rings 3
bnx2x_get_cur_phy_idx 3
velocity_init_info 3
efx_unmap_rx_buffer 3
plc_init 3
ep93xx_eth_remove 3
il4965_hdl_tx 3
dm_read_shared_word 3
smctr_get_functional_address 3
t4_free_mem 3
enic_isr_msix_wq 3
s2io_bist_test 3
au1000_reset_mac_unlocked 3
rndis_del_key 3
apne_interrupt 3
ath9k_def_dump_modal_eeprom 3
ezusb_docmd_wait 3
max_required_rx_slots 3
t1_fatal_err 3
il3945_init_hw_rate_table 3
ks_soft_reset 3
i2400m_rx_roq_destroy 3
reverse_bitmap 3
hostap_set_rate 3
ace_set_mac_addr 3
ixgbe_read_pba_string_generic 3
bnx2x_rx_int 3
qlcnic_read_rom 3
wlc_phy_papd_cal_cleanup_nphy 3
t3_os_link_changed 3
fm93c56a_deselect 3
igb_phy_force_speed_duplex_m88 3
ath9k_hif_usb_resume 3
xenvif_disconnect 3
setflashmode 3
b43_phy_lcn_afe_set_unset 3
ar9003_hw_setup_calibration 3
netdev_get_regs_len 3
cas_unmask_intr 3
stmmac_exit_fs 3
rndis_add_key 3
falcon_stats_complete 3
igbvf_io_slot_reset 3
bnx2_alloc_rx_data 3
skge_debug_init 3
ixgbe_msix_clean_rings 3
bdx_set_coalesce 3
gfar_scoalesce 3
__igb_open 3
irtty_change_speed 3
smsc911x_phy_enable_external 3
is_wireless_rndis 3
am_readbuffer 3
vmxnet3_process_events 3
il4965_mac_setup_register 3
niu_class_to_ethflow 3
jme_set_phyfifo_5level 3
qlcnic_get_eswitch_stats 3
spider_net_pass_skb_up 3
ixgbe_reinit_fdir_tables_82599 3
vmxnet3_rq_cleanup_all 3
lbtf_execute_next_command 3
_ipw_write_indirect 3
brcmf_init_prof 3
bnx2x_init_shmem 3
mlx4_en_destroy_cq 3
atl2_init_pcie 3
qm_add16 3
p54_set_ps 3
lbs_dev_open 3
nx_get_fw_size 3
mace_rxdma_intr 3
netfront_tx_slot_available 3
igb_wol_exclusion 3
brcms_c_get_locale_5g 3
ks8851_start_xmit 3
gbe_dhg_phy_setup 3
igb_copper_link_setup_igp 3
bcm_enet_disable_dma 3
brcms_c_rateset_get_hwrs 3
rtl92c_firmware_selfreset 3
e1000_down_and_stop 3
igbvf_reinit_locked 3
rt2x00link_antenna_update_rssi_history 3
cxgb_vlan_mode 3
t3_io_resume 3
sbni_open 3
__bond_resend_igmp_join_requests 3
bnx2x_8727_specific_func 3
atl1_open 3
emac_dev_getnetstats 3
il3945_rs_get_rate 3
velocity_receive_frame 3
bmac_set_timeout 3
smsc75xx_read_eeprom 3
dfx_pci_register 3
bfa_ioc_ct2_lclk_init 3
korina_abort_tx 3
update_pwr_int 3
mcs7830_hif_update_multicast_hash 3
falcon_prepare_flush 3
nsc_ircc_sir_interrupt 3
rt2x00pci_free_queue_dma 3
ewrk3_get_drvinfo 3
il3945_get_prev_ieee_rate 3
rt2x00soc_remove 3
t3_check_fw_version 3
cnic_init_bnx2_tx_ring 3
wd_get_8390_hdr 3
gelic_net_tx_timeout_task 3
tekram_close 3
atmel_get_mib8 3
carl9170_tx_rate_tpc_chains 3
streamer_open 3
wl3501_fw_bss_type 3
ath_tx_complete_aggr 3
link_status_1g_serdes 3
ether3_tx 3
rhine_open 3
